Bee_number	Start	Stop	Death	Treatment	Cup	Hive
9	1	10	0	Roundup_Serratia	A	Hive10
10	1	10	0	Roundup_Serratia	A	Hive10
11	1	10	0	Roundup_Serratia	A	Hive10
12	1	10	0	Roundup_Serratia	A	Hive10
13	1	10	0	Roundup_Serratia	A	Hive10
14	1	10	0	Roundup_Serratia	A	Hive10
15	1	10	0	Roundup_Serratia	A	Hive10
16	1	10	0	Roundup_Serratia	A	Hive10
17	1	10	0	Roundup_Serratia	A	Hive10
18	1	10	0	Roundup_Serratia	A	Hive10
19	1	10	0	Roundup_Serratia	A	Hive10
20	1	10	0	Roundup_Serratia	A	Hive10
21	1	10	0	Roundup_Serratia	A	Hive10
22	1	10	0	Roundup_Serratia	A	Hive10
23	1	10	0	Roundup_Serratia	A	Hive10
24	1	10	0	Roundup_Serratia	A	Hive10
25	1	10	0	Roundup_Serratia	A	Hive10
26	1	10	0	Roundup_Serratia	A	Hive10
27	1	10	0	Roundup_Serratia	A	Hive10
28	1	10	0	Roundup_Serratia	A	Hive10
29	1	10	0	Roundup_Serratia	A	Hive10
30	1	10	0	Roundup_Serratia	A	Hive10
31	1	10	0	Roundup_Serratia	A	Hive10
32	1	10	0	Roundup_Serratia	A	Hive10
33	1	10	0	Roundup_Serratia	A	Hive10
1	1	1	1	Roundup_Serratia	B	Hive10
2	1	2	1	Roundup_Serratia	B	Hive10
3	1	3	1	Roundup_Serratia	B	Hive10
4	1	3	1	Roundup_Serratia	B	Hive10
5	1	4	1	Roundup_Serratia	B	Hive10
6	1	4	1	Roundup_Serratia	B	Hive10
7	1	5	1	Roundup_Serratia	B	Hive10
8	1	9	1	Roundup_Serratia	B	Hive10
9	1	10	0	Roundup_Serratia	B	Hive10
10	1	10	0	Roundup_Serratia	B	Hive10
11	1	10	0	Roundup_Serratia	B	Hive10
12	1	10	0	Roundup_Serratia	B	Hive10
13	1	10	0	Roundup_Serratia	B	Hive10
14	1	10	0	Roundup_Serratia	B	Hive10
15	1	10	0	Roundup_Serratia	B	Hive10
16	1	10	0	Roundup_Serratia	B	Hive10
17	1	10	0	Roundup_Serratia	B	Hive10
18	1	10	0	Roundup_Serratia	B	Hive10
19	1	10	0	Roundup_Serratia	B	Hive10
20	1	10	0	Roundup_Serratia	B	Hive10
21	1	10	0	Roundup_Serratia	B	Hive10
22	1	10	0	Roundup_Serratia	B	Hive10
23	1	10	0	Roundup_Serratia	B	Hive10
24	1	10	0	Roundup_Serratia	B	Hive10
25	1	10	0	Roundup_Serratia	B	Hive10
26	1	10	0	Roundup_Serratia	B	Hive10
27	1	10	0	Roundup_Serratia	B	Hive10
28	1	10	0	Roundup_Serratia	B	Hive10
29	1	10	0	Roundup_Serratia	B	Hive10
30	1	10	0	Roundup_Serratia	B	Hive10
31	1	10	0	Roundup_Serratia	B	Hive10
32	1	10	0	Roundup_Serratia	B	Hive10
33	1	10	0	Roundup_Serratia	B	Hive10
34	1	10	0	Roundup_Serratia	B	Hive10
35	1	10	0	Roundup_Serratia	B	Hive10
36	1	10	0	Roundup_Serratia	B	Hive10
37	1	10	0	Roundup_Serratia	B	Hive10
1	1	1	1	Roundup_Serratia	C	Hive10
2	1	2	1	Roundup_Serratia	C	Hive10
3	1	3	1	Roundup_Serratia	C	Hive10
4	1	4	1	Roundup_Serratia	C	Hive10
5	1	4	1	Roundup_Serratia	C	Hive10
6	1	5	1	Roundup_Serratia	C	Hive10
7	1	6	1	Roundup_Serratia	C	Hive10
8	1	10	0	Roundup_Serratia	C	Hive10
9	1	10	0	Roundup_Serratia	C	Hive10
10	1	10	0	Roundup_Serratia	C	Hive10
11	1	10	0	Roundup_Serratia	C	Hive10
12	1	10	0	Roundup_Serratia	C	Hive10
13	1	10	0	Roundup_Serratia	C	Hive10
14	1	10	0	Roundup_Serratia	C	Hive10
15	1	10	0	Roundup_Serratia	C	Hive10
16	1	10	0	Roundup_Serratia	C	Hive10
17	1	10	0	Roundup_Serratia	C	Hive10
18	1	10	0	Roundup_Serratia	C	Hive10
19	1	10	0	Roundup_Serratia	C	Hive10
20	1	10	0	Roundup_Serratia	C	Hive10
21	1	10	0	Roundup_Serratia	C	Hive10
22	1	10	0	Roundup_Serratia	C	Hive10
23	1	10	0	Roundup_Serratia	C	Hive10
24	1	10	0	Roundup_Serratia	C	Hive10
25	1	10	0	Roundup_Serratia	C	Hive10
26	1	10	0	Roundup_Serratia	C	Hive10
27	1	10	0	Roundup_Serratia	C	Hive10
28	1	10	0	Roundup_Serratia	C	Hive10
29	1	10	0	Roundup_Serratia	C	Hive10
30	1	10	0	Roundup_Serratia	C	Hive10
31	1	10	0	Roundup_Serratia	C	Hive10
32	1	10	0	Roundup_Serratia	C	Hive10
33	1	10	0	Roundup_Serratia	C	Hive10
34	1	10	0	Roundup_Serratia	C	Hive10
35	1	10	0	Roundup_Serratia	C	Hive10
36	1	10	0	Roundup_Serratia	C	Hive10
37	1	10	0	Roundup_Serratia	C	Hive10
38	1	10	0	Roundup_Serratia	C	Hive10
39	1	10	0	Roundup_Serratia	C	Hive10
